series,threshold,precision,recall
In,-0.0668661928168062,0.013237063778580024,0.9565217391304348
In,-0.0667305544798403,0.013285024154589372,0.9565217391304348
In,-0.0665406721966562,0.013325257419745608,0.9565217391304348
In,-0.0664731964138667,0.013333333333333334,0.9565217391304348
In,-0.0662731197872014,0.013341419041843541,0.9565217391304348
In,-0.0659463058883207,0.013349514563106795,0.9565217391304348
In,-0.0657298546404528,0.013357619914996965,0.9565217391304348
In,-0.0653729207170706,0.013365735115431349,0.9565217391304348
In,-0.0652476572811074,0.013373860182370821,0.9565217391304348
In,-0.0648987129455862,0.01338199513381995,0.9565217391304348
In,-0.0641548732551798,0.013390139987827145,0.9565217391304348
In,-0.064060965784838,0.013513513513513514,0.9565217391304348
In,-0.0639509621214127,0.013530135301353014,0.9565217391304348
In,-0.0636971771379919,0.01353846153846154,0.9565217391304348
In,-0.0633323291147457,0.013588634959851761,0.9565217391304348
In,-0.0629199566817143,0.013597033374536464,0.9565217391304348
In,-0.0629140082511375,0.013613861386138614,0.9565217391304348
In,-0.0626678345229103,0.013656114214773432,0.9565217391304348
In,-0.0625911055704381,0.013664596273291925,0.9565217391304348
In,-0.0621956269098021,0.013673088875077687,0.9565217391304348
In,-0.0620109259141586,0.013707165109034268,0.9565217391304348
In,-0.0619711257708623,0.01371571072319202,0.9565217391304348
In,-0.0619698165539814,0.01372426699937617,0.9565217391304348
In,-0.0618836430553089,0.01373283395755306,0.9565217391304348
In,-0.0617148397650991,0.013741411617738912,0.9565217391304348
In,-0.0616046941007732,0.013758599124452783,0.9565217391304348
In,-0.0615095493269817,0.01376720901126408,0.9565217391304348
In,-0.0612379335498368,0.013775829680651221,0.9565217391304348
In,-0.0610963484511177,0.013793103448275862,0.9565217391304348
In,-0.0605933502865919,0.013801756587202008,0.9565217391304348
In,-0.0602939096311181,0.013810420590081607,0.9565217391304348
In,-0.0598829319755305,0.013827781269641735,0.9565217391304348
In,-0.0593202731351348,0.013836477987421384,0.9565217391304348
In,-0.0593168176840731,0.013845185651353053,0.9565217391304348
In,-0.0587645944512405,0.013853904282115869,0.9565217391304348
In,-0.0584504431004619,0.013968253968253968,0.9565217391304348
In,-0.0582458047552487,0.013994910941475827,0.9565217391304348
In,-0.0582287277779139,0.014003819223424571,0.9565217391304348
In,-0.0579566948258528,0.014012738853503185,0.9565217391304348
In,-0.0578581906931323,0.014021669853409816,0.9565217391304348
In,-0.0578138542429582,0.01403061224489796,0.9565217391304348
In,-0.057493347345419,0.014039566049776643,0.9565217391304348
In,-0.0574818400270051,0.014075495841330775,0.9565217391304348
In,-0.0572709805244766,0.014084507042253521,0.9565217391304348
In,-0.0572153323951377,0.014093529788597053,0.9565217391304348
In,-0.0571136927483619,0.014157014157014158,0.9565217391304348
In,-0.0571085725888484,0.014166130070830651,0.9565217391304348
In,-0.0569389043763509,0.014184397163120567,0.9565217391304348
In,-0.0565260159631511,0.014193548387096775,0.9565217391304348
In,-0.0563869811509607,0.014202711426726921,0.9565217391304348
In,-0.0563658966907765,0.014211886304909561,0.9565217391304348
In,-0.0562834842537822,0.014221073044602456,0.9565217391304348
In,-0.0559234152224685,0.014230271668822769,0.9565217391304348
In,-0.0554375477364222,0.014464168310322156,0.9565217391304348
In,-0.0553812645394358,0.014473684210526316,0.9565217391304348
In,-0.0550455974487594,0.014483212639894667,0.9565217391304348
In,-0.0548684316884516,0.014492753623188406,0.9565217391304348
In,-0.0547628375599478,0.014502307185234015,0.9565217391304348
In,-0.0543281250423557,0.014511873350923483,0.9565217391304348
In,-0.0543187389013359,0.014521452145214522,0.9565217391304348
In,-0.0542973342263036,0.01453104359313078,0.9565217391304348
In,-0.054287769493479,0.014540647719762063,0.9565217391304348
In,-0.0542695168316145,0.01455989410986102,0.9565217391304348
In,-0.054087333359914,0.01456953642384106,0.9565217391304348
In,-0.0535147487229048,0.014617940199335547,0.9565217391304348
In,-0.0530983694846533,0.014637391882900865,0.9565217391304348
In,-0.0525896310579807,0.014647137150466045,0.9565217391304348
In,-0.052456847843007,0.014656895403064623,0.9565217391304348
